chr,start,end,TSS,WGS_GC_bias,bps,bps_WGS_corrected
chr12,64883571,64883741,chr12_1_24971,1.7240200578768456,170,98.6067413910238
chr12,65168995,65169173,chr12_1_24974,1.5158367839796345,178,117.42689046817026
chr12,65278939,65279102,chr12_1_24975,1.7926502989376734,163,90.92682499012439
chr12,65278939,65279102,chr12_1_24976,1.7926502989376734,163,90.92682499012439
chr12,65601788,65601947,chr12_1_24978,1.4193612981005352,79,55.65883760936838
chr12,65643063,65643231,chr12_0_24979,1.347221805001487,168,124.70106954646162
chr12,65824160,65824327,chr12_1_24980,1.905301875783632,167,87.6501525152357
chr12,65824160,65824327,chr12_1_24981,1.905301875783632,167,87.6501525152357
chr12,65825994,65826154,chr12_0_24982,2.4962432108615946,160,64.09631854132313
chr12,66031165,66031315,chr12_0_24986,1.7067447945207326,150,87.8866017236755
chr12,66169147,66169334,chr12_0_24989,1.4721358372773403,187,127.02632139290179
chr12,66169147,66169334,chr12_0_24990,1.4721358372773403,187,127.02632139290179
chr12,66169586,66169759,chr12_0_24989,2.165778801670738,173,79.87888692351375
chr12,66169586,66169759,chr12_0_24990,2.165778801670738,173,79.87888692351375
chr12,66189382,66189544,chr12_1_24991,1.0272129944378918,162,157.70828530907468
chr12,66251090,66251282,chr12_1_24992,1.5882375679363705,192,120.88871581690988
chr12,66679088,66679241,chr12_0_24995,1.7856980452422238,153,85.68077923792882
chr12,67068446,67068617,chr12_0_24997,2.5620186442518262,171,66.74424496623298
chr12,67069596,67069771,chr12_0_24997,0.5928261677125378,175,295.1961460730555
chr12,67069872,67070037,chr12_0_24997,2.525137856375945,165,65.3429671506357
chr12,67070001,67070168,chr12_0_24997,1.7797976601918033,167,93.83089085643753
chr12,67095398,67095562,chr12_0_24998,1.6045074912341393,164,102.21205005023448
chr12,67443150,67443313,chr12_0_25000,1.7134170636805257,163,95.13153770621726
chr12,67519174,67519346,chr12_1_25001,1.750748373585394,172,98.24370114807397
chr12,67729177,67729343,chr12_0_25003,0.9874604322993068,166,168.10800166794343
chr12,67730361,67730545,chr12_0_25003,1.3187099477227129,114,86.44812318043645
chr12,67730420,67730593,chr12_0_25003,0.9905869985940068,55,55.5226346379111
chr12,68687030,68687180,chr12_0_25014,2.0245379091826075,150,74.09098111704978
chr12,68687030,68687180,chr12_1_25015,2.0245379091826075,150,74.09098111704978
chr12,68962575,68962730,chr12_0_25023,1.7765315719772343,155,87.24866050508123
chr12,69358619,69358801,chr12_1_25027,2.4477083991996307,92,37.58617653560482
chr12,69358619,69358801,chr12_1_25028,2.4477083991996307,59,24.10417843044222
chr12,69585804,69585965,chr12_0_25032,2.2477301288264853,19,8.452972070058824
chr12,69585804,69585965,chr12_1_25033,2.2477301288264853,161,71.62781596207739
chr12,69585804,69585965,chr12_1_25034,2.2477301288264853,161,71.62781596207739
chr12,69610577,69610750,chr12_0_25035,2.361593418282571,173,73.25562421570913
chr12,69610798,69610973,chr12_0_25035,2.568649928484212,175,68.12917480867834
chr12,70365633,70365801,chr12_1_25048,1.5471566249851911,168,108.58629132109236
chr12,70789239,70789417,chr12_0_25053,0.4691262086299814,178,379.428811960484
chr12,70920977,70921146,chr12_0_25054,1.9371744832576268,169,87.24046360336274
chr12,71156820,71156983,chr12_0_25055,0.8270149689057265,163,197.09437692001532
chr12,71438808,71438977,chr12_1_25057,1.830659524547403,169,92.31645630106021
chr12,71438849,71439012,chr12_1_25057,1.89020627353568,163,86.23397471594689
chr12,71663193,71663375,chr12_0_25058,2.654024785609332,182,68.57509431970696
chr12,71663193,71663375,chr12_1_25059,2.654024785609332,75,28.258967439439683
chr12,71755368,71755522,chr12_1_25061,2.4391571403845718,154,63.136563631041604
chr12,71851603,71851767,chr12_0_25063,1.770601487886875,164,92.62389144139141
chr12,74293076,74293263,chr12_0_25068,2.064754804006061,187,90.56765463733537
chr12,75210302,75210452,chr12_0_25070,1.7067447945207326,150,87.8866017236755
chr12,75210302,75210452,chr12_0_25071,1.7067447945207326,150,87.8866017236755
chr12,75234148,75234314,chr12_1_25072,1.0663507664313692,166,155.67110300443886
chr12,75330311,75330496,chr12_0_25073,2.538231122822749,185,72.88540367209066
chr12,75390127,75390289,chr12_0_25075,0.8866791228649482,162,182.70420022585162
chr12,75390127,75390289,chr12_1_25076,0.8866791228649482,162,182.70420022585162
chr12,75390127,75390289,chr12_1_25077,0.8866791228649482,162,182.70420022585162
chr12,75479800,75479970,chr12_1_25078,1.7773332955629637,170,95.64891426070602
chr12,75511214,75511368,chr12_0_25079,1.823568726164055,154,84.4497922071436
chr12,76031780,76031936,chr12_0_25080,2.3554284304338986,156,66.22998940845038
chr12,76260198,76260403,chr12_1_25082,1.839373176192028,205,111.4510109495031
chr12,76423254,76423416,chr12_0_25084,1.2988954009406557,162,124.72135930474474
chr12,76558739,76558911,chr12_0_25085,1.763899871478452,141,79.93651016132662
chr12,76878335,76878500,chr12_0_25088,2.5620774148959296,165,64.40086433012885
chr12,77065227,77065421,chr12_0_25089,2.350509178940504,194,82.53530840813217
chr12,77065678,77065847,chr12_0_25089,1.6766803124914829,169,100.79440829651806
chr12,79419841,79420005,chr12_1_25095,0.7765850404135635,164,211.18099302127075
chr12,79689686,79689857,chr12_0_25096,1.7299103048126427,171,98.84905565581916
chr12,79691904,79692070,chr12_0_25097,1.741640532859026,60,34.45027769393134
chr12,79691904,79692070,chr12_0_25098,1.741640532859026,166,95.31243495321004
chr12,79913760,79913923,chr12_0_25099,1.2098231286112038,163,134.73043798320597
chr12,79914828,79914990,chr12_0_25099,0.664908567473669,83,124.82919315562418
chr12,80098875,80099037,chr12_1_25104,0.664908567473669,162,243.64252158085682
chr12,80706999,80707164,chr12_1_25107,1.6378452511785702,165,100.74211826866326
chr12,80707418,80707582,chr12_1_25107,1.6045074912341393,164,102.21205005023448
chr12,80708063,80708231,chr12_1_25107,2.5480645380563014,168,65.93239593850818
chr12,80717019,80717189,chr12_1_25108,2.564361778876312,170,66.2932981611093
chr12,80762433,80762585,chr12_1_25109,1.8031264664682096,152,84.29802502856217
chr12,80763464,80763643,chr12_1_25109,0.915676842407096,179,195.48381231248754
chr12,80833323,80833498,chr12_0_25110,1.6823189270117382,175,104.02308218147923
chr12,80936485,80936649,chr12_0_25111,2.196231815462441,164,74.6733559023085
chr12,80937010,80937183,chr12_0_25112,1.5606609885563714,173,110.85046737794536
chr12,80937010,80937183,chr12_0_25113,1.5606609885563714,173,110.85046737794536
chr12,81078297,81078490,chr12_1_25114,2.798813505849436,193,68.9577921489359
chr12,81279108,81279261,chr12_1_25116,1.7416755335934058,153,87.84644272078168
chr12,81369325,81369491,chr12_0_25117,1.5230438379765354,166,108.99226657884122
chr12,81369325,81369491,chr12_0_25118,1.5230438379765354,166,108.99226657884122
chr12,81369377,81369534,chr12_0_25117,1.438534264973065,157,109.13886712523991
chr12,81369377,81369534,chr12_0_25118,1.438534264973065,157,109.13886712523991
chr12,81759873,81760048,chr12_0_25123,1.7503257888546644,175,99.98138695911705
chr12,81760152,81760326,chr12_0_25123,0.9538146812918836,174,182.42537404050822
chr12,84912460,84912628,chr12_0_25130,2.568046144609528,168,65.41938522118902
chr12,84912460,84912628,chr12_0_25131,2.568046144609528,168,65.41938522118902
chr12,84912912,84913088,chr12_0_25130,2.176594024478065,176,80.86027895909703
chr12,84912912,84913088,chr12_0_25131,2.176594024478065,176,80.86027895909703
chr12,85279719,85279890,chr12_1_25134,2.554051278179188,171,66.95245371968718
chr12,85836372,85836526,chr12_0_25135,1.8028867414050584,154,85.41856593830288
chr12,85836725,85836885,chr12_0_25135,1.781311367840608,160,89.82146686346012
chr12,85836966,85837123,chr12_0_25135,1.822031921534772,157,86.16753534578719
chr12,85873843,85873999,chr12_1_25136,1.308431713514211,156,119.22670353274472
chr12,86256477,86256648,chr12_0_25137,1.093726341195869,171,156.34623905375668
chr12,86256477,86256648,chr12_0_25138,1.093726341195869,171,156.34623905375668
chr12,86746082,86746249,chr12_0_25139,1.5498000772899392,67,43.23138253881086
chr12,87330349,87330509,chr12_1_25141,2.1166582254196435,160,75.59085263672117
chr12,88141622,88141791,chr12_0_25146,1.798130979146911,169,93.9864792720377
chr12,88141622,88141791,chr12_1_25147,1.798130979146911,169,93.9864792720377
chr12,88579522,88579706,chr12_0_25148,1.6922834157666689,184,108.72883246725017
chr12,88579522,88579706,chr12_0_25149,1.6922834157666689,184,108.72883246725017
chr12,88581294,88581452,chr12_0_25148,0.7821532884695617,158,202.00643828930055
chr12,88581294,88581452,chr12_0_25149,0.7821532884695617,158,202.00643828930055
chr12,89352038,89352206,chr12_0_25151,2.343644739376535,168,71.68321937935525
chr12,89709835,89709991,chr12_0_25157,1.9270324294421253,3,1.5567978795605937
chr12,89709835,89709991,chr12_1_25158,1.9270324294421253,120,62.27191518242375
chr12,89709835,89709991,chr12_0_25159,1.9270324294421253,156,80.95348973715087
chr12,90292352,90292515,chr12_1_25161,1.1262877602449233,163,144.7232277162933
chr12,90917251,90917410,chr12_1_25162,0.9417028189775244,159,168.84307532671286
chr12,90954130,90954284,chr12_0_25163,2.587204547531196,109,42.130414506271535
chr12,90954764,90954942,chr12_0_25163,2.3712591498973885,178,75.06560386185652
chr12,91178655,91178816,chr12_0_25167,0.82018225002013,161,196.29783501904427
chr12,91178655,91178816,chr12_0_25168,0.82018225002013,161,196.29783501904427
chr12,92432608,92432790,chr12_0_25176,1.6342876075407502,182,111.36350735343987
chr12,92929991,92930196,chr12_0_25180,1.5177320759539872,205,135.06995289082562
chr12,93467246,93467413,chr12_1_25186,1.5851075200290792,167,105.35562912283474
chr12,93569816,93569966,chr12_1_25188,1.4636661821843169,150,102.48238418417648
chr12,93569816,93569966,chr12_1_25187,1.4636661821843169,150,102.48238418417648
chr12,93573461,93573628,chr12_1_25193,2.439352985984121,167,68.46077667296942
chr12,93736831,93737004,chr12_0_25198,1.0736876431348594,173,161.12693585155708
chr12,93738798,93738952,chr12_0_25198,1.4124877042156767,25,17.699269116032376
chr12,94262552,94262724,chr12_1_25201,2.591555644238244,172,66.36940263366688
chr12,94561286,94561450,chr12_1_25206,1.340521236569878,164,122.34047139726242
chr12,94562180,94562349,chr12_1_25206,2.412573100891306,169,70.04969090369295
chr12,94562190,94562346,chr12_1_25206,2.280885623233276,156,68.39448607636088
chr12,94570225,94570378,chr12_0_25207,1.7816456771256703,27,15.154528392850317
chr12,94570876,94571049,chr12_0_25207,1.8588923638914852,173,93.06617390037279
chr12,94571527,94571693,chr12_0_25207,1.924698950449809,166,86.24725438812402
chr12,94615999,94616159,chr12_0_25208,1.781311367840608,160,89.82146686346012
chr12,94616357,94616514,chr12_0_25208,1.875501857060971,157,83.71092750930615
chr12,94650220,94650373,chr12_0_25209,1.156812762177181,153,132.25995165548323
chr12,94834003,94834174,chr12_1_25210,1.98940468892101,171,85.95536189911414
chr12,94834003,94834174,chr12_1_25211,1.98940468892101,171,85.95536189911414
chr12,95073222,95073393,chr12_0_25214,1.693045129645053,171,101.00144231586441
chr12,95074611,95074777,chr12_0_25214,1.73321192756206,7,4.0387444193545425
chr12,95217013,95217176,chr12_0_25215,2.566064088538052,163,63.52140647152153
chr12,95217013,95217176,chr12_1_25216,2.566064088538052,163,63.52140647152153
chr12,95217013,95217176,chr12_1_25217,2.566064088538052,163,63.52140647152153
chr12,95551155,95551329,chr12_0_25223,1.3539536863086474,174,128.5125198590692
chr12,95552449,95552619,chr12_0_25223,1.3482754691911552,27,20.02558128287952
chr12,95857744,95857932,chr12_0_25229,1.336123445988743,94,70.35278086183061
chr12,95944016,95944171,chr12_1_25232,1.428014000116688,155,108.54235321735949
chr12,96034823,96034996,chr12_0_25235,2.2800115773941445,173,75.87680769486443
chr12,96034823,96034996,chr12_0_25236,2.2800115773941445,173,75.87680769486443
chr12,96255181,96255342,chr12_1_25239,2.0822914963360297,161,77.31866565430118
chr12,97562987,97563146,chr12_1_25247,1.026864524531415,159,154.84028925096604
chr12,97752711,97752877,chr12_0_25248,1.4357578047038222,166,115.61838595350251
chr12,97753205,97753367,chr12_0_25248,1.567542026164583,162,103.3465114784686
chr12,97753381,97753547,chr12_0_25248,1.6023160696267664,166,103.60003444181085
chr12,97755879,97756042,chr12_0_25249,1.037962735433868,163,157.03839303235299
chr12,98599387,98599555,chr12_1_25259,0.8756813404357162,168,191.85061076716283
chr12,98645512,98645679,chr12_0_25260,1.5187979621914118,167,109.95537534106413
chr12,98645512,98645679,chr12_1_25261,1.5187979621914118,167,109.95537534106413
chr12,98645512,98645679,chr12_1_25262,1.5187979621914118,167,109.95537534106413
chr12,98895406,98895572,chr12_0_25264,2.5624291749164976,166,64.78227832595977
chr12,98895406,98895572,chr12_0_25265,2.5624291749164976,166,64.78227832595977
chr12,98895406,98895572,chr12_0_25263,2.5624291749164976,166,64.78227832595977
chr12,98895840,98896006,chr12_0_25264,1.1506564002834123,56,48.66787338618803
chr12,98895840,98896006,chr12_0_25265,1.1506564002834123,166,144.2654818233431
chr12,99154359,99154534,chr12_0_25267,2.301241430439001,175,76.04591056168138
chr12,99154359,99154534,chr12_0_25268,2.301241430439001,175,76.04591056168138
chr12,99154359,99154534,chr12_0_25269,2.301241430439001,175,76.04591056168138
chr12,99154359,99154534,chr12_0_25270,2.301241430439001,175,76.04591056168138
chr12,100143073,100143248,chr12_0_25273,1.6823189270117382,175,104.02308218147923
chr12,100190033,100190192,chr12_1_25275,1.9571470884297677,159,81.24070027233711
chr12,100190686,100190855,chr12_1_25275,1.9371744832576268,169,87.24046360336274
chr12,100200289,100200448,chr12_1_25276,1.9571470884297677,159,81.24070027233711
chr12,100200289,100200448,chr12_1_25277,1.9571470884297677,159,81.24070027233711
chr12,100593125,100593280,chr12_1_25286,0.7420071649472969,155,208.89286158174673
chr12,100794125,100794303,chr12_1_25287,1.7213620369802205,178,103.40648636138438
chr12,100794679,100794832,chr12_1_25287,2.5785987273808417,153,59.334551892611294
chr12,100901896,100902071,chr12_1_25288,1.5483944742481104,175,113.02029483473763
chr12,101209433,101209615,chr12_0_25290,2.4477083991996307,182,74.35526227695736
chr12,101209944,101210108,chr12_0_25290,1.7959776116732489,164,91.31516948432726
chr12,101594181,101594341,chr12_1_25295,1.7686924906945072,160,90.46230525758227
chr12,101594181,101594341,chr12_1_25296,1.7686924906945072,160,90.46230525758227
chr12,101831523,101831683,chr12_0_25300,1.5700502236703855,160,101.90756804324383
chr12,102062553,102062721,chr12_0_25302,1.8083948925882416,168,92.90006330395691
chr12,102062553,102062721,chr12_0_25303,1.8083948925882416,168,92.90006330395691
chr12,102062901,102063055,chr12_0_25302,1.696805681059861,90,53.04084080139576
chr12,102062901,102063055,chr12_0_25303,1.696805681059861,154,90.75877203794386
chr12,102824584,102824751,chr12_0_25309,2.4891051275806646,167,67.09238519078501
chr12,102824954,102825115,chr12_0_25309,2.2206265466461987,161,72.50206039514276
chr12,102916285,102916463,chr12_0_25310,1.6718745919522502,178,106.46731570467206
chr12,102917285,102917449,chr12_0_25310,1.9647621052977629,164,83.47066525651742
chr12,102917923,102918084,chr12_0_25310,1.507185533027063,161,106.82161981520898
chr12,102958648,102958839,chr12_0_25312,2.7086165314885853,191,70.51570341521594
chr12,102958648,102958839,chr12_1_25311,2.7086165314885853,26,9.59899627641683
chr12,102958932,102959099,chr12_0_25312,2.3056598206593435,167,72.43045938678128
chr12,103496025,103496177,chr12_0_25314,2.072271713771791,152,73.34945460570958
chr12,103496025,103496177,chr12_0_25315,2.072271713771791,152,73.34945460570958
chr12,103496025,103496177,chr12_1_25316,2.072271713771791,152,73.34945460570958
chr12,103548264,103548426,chr12_1_25317,0.7977988528005042,162,203.05870261825177
chr12,103548447,103548615,chr12_1_25317,0.6467311324873508,168,259.7679183215845
chr12,103841535,103841695,chr12_0_25319,2.579272274378035,160,62.0330011644786
chr12,103841941,103842110,chr12_0_25319,2.3567876920171065,169,71.70777434574846
chr12,103956339,103956494,chr12_0_25323,1.8340910228133973,155,84.5105275976098
chr12,104302902,104303060,chr12_1_25332,1.645023937762856,158,96.04723455566945
chr12,104456745,104456913,chr12_1_25333,1.5305372638014272,168,109.76537714784867
chr12,104457510,104457683,chr12_1_25333,2.458745591021222,173,70.36108194022046
chr12,104592043,104592197,chr12_1_25334,2.189668857696752,154,70.33026909922263
chr12,104986337,104986499,chr12_1_25337,2.460109716512956,162,65.85072158067176
chr12,105084559,105084748,chr12_0_25338,2.0678497179648523,189,91.39929191083144
chr12,105106830,105106997,chr12_0_25339,0.9737380785582472,167,171.50402523773786
chr12,105106830,105106997,chr12_1_25340,0.9737380785582472,167,171.50402523773786
chr12,105108515,105108685,chr12_0_25339,0.7881227292018649,127,161.14241512690975
chr12,105108515,105108685,chr12_1_25340,0.7881227292018649,170,215.70244544546978
chr12,105706015,105706174,chr12_1_25347,1.773839908550671,159,89.6360484582355
chr12,106139053,106139217,chr12_0_25348,1.1820674100528106,164,138.73997253056243
chr12,106302576,106302753,chr12_1_25350,2.599909045312789,177,68.07930466610055
chr12,106582381,106582548,chr12_1_25353,2.5861010446228923,167,64.57597639010741
chr12,106601148,106601302,chr12_1_25354,2.561339936232813,154,60.12477993315534
chr12,106683739,106683895,chr12_0_25355,1.308431713514211,156,119.22670353274472
chr12,106683739,106683895,chr12_1_25356,1.308431713514211,156,119.22670353274472
chr12,107093037,107093193,chr12_0_25364,2.575837100902627,156,60.562836037004956
chr12,107317382,107317553,chr12_1_25365,1.9505209456496004,120,61.52202582989195
chr12,107318397,107318558,chr12_1_25365,1.4658247222438616,161,109.83577883278139
chr12,107581436,107581602,chr12_1_25367,2.152535898313744,166,77.11834219816787
chr12,107686354,107686523,chr12_1_25368,1.7429966226886255,169,96.95945350674997
chr12,107686354,107686523,chr12_1_25369,1.7429966226886255,169,96.95945350674997
chr12,107686354,107686523,chr12_1_25370,1.7429966226886255,169,96.95945350674997
chr12,108131431,108131597,chr12_1_25376,1.924698950449809,166,86.24725438812402
chr12,108132373,108132544,chr12_1_25376,1.7392120227089891,171,98.32038748999167
chr12,108132776,108132938,chr12_1_25376,1.65510279719945,10,6.04192079000815
chr12,108320058,108320237,chr12_0_25377,1.8814874044970624,179,95.13749577709675
chr12,108340139,108340318,chr12_0_25378,2.450057299369469,172,70.20243977325136
chr12,108562633,108562827,chr12_1_25383,2.1142197605369364,194,91.75961913757297
chr12,108597211,108597381,chr12_0_25384,2.3909700383593826,170,71.10084914181914
chr12,108597533,108597725,chr12_0_25384,2.2073985996247907,192,86.98021283180834
chr12,108597897,108598052,chr12_0_25384,2.5711970171548644,155,60.28320621323445
chr12,108634278,108634455,chr12_0_25386,1.679233375779544,177,105.40524179245305
chr12,108702161,108702353,chr12_0_25388,2.0138449632505364,192,95.34001052896039
chr12,108702375,108702529,chr12_0_25388,1.6178611021400435,154,95.18740502277656
chr12,108732239,108732407,chr12_0_25390,2.3274369446629737,168,72.1824066534818
chr12,108826485,108826683,chr12_0_25391,2.9368298866735625,133,45.28692676532386
chr12,108826624,108826802,chr12_0_25391,2.2785753785595686,178,78.11898683489025
chr12,108856645,108856811,chr12_0_25393,2.540272543455278,166,65.34731890390267
chr12,109021980,109022137,chr12_0_25395,1.799537471982034,88,48.90145460715283
chr12,109021980,109022137,chr12_1_25396,1.799537471982034,49,27.229219042619192
chr12,109092904,109093066,chr12_0_25399,1.7531391661072546,162,92.40567042929726
chr12,109092904,109093066,chr12_0_25400,1.7531391661072546,162,92.40567042929726
chr12,109093076,109093226,chr12_0_25399,1.801597439959603,150,83.25944335453953
chr12,109093076,109093226,chr12_0_25400,1.801597439959603,150,83.25944335453953
chr12,109309000,109309172,chr12_0_25404,1.7763903814988664,172,96.82556367754673
chr12,109309410,109309562,chr12_0_25404,2.330276190907198,152,65.22831954130939
chr12,109359047,109359201,chr12_0_25405,2.561339936232813,154,60.12477993315534
chr12,109360341,109360521,chr12_0_25405,1.6567478493446277,147,88.72804636997108
chr12,109360465,109360630,chr12_0_25405,1.2154593727212832,23,18.922886701268727
chr12,109387903,109388084,chr12_1_25406,2.093815027921563,181,86.44507637318405
chr12,109478366,109478530,chr12_1_25408,1.185714946649,164,138.31317591423422
chr12,109478366,109478530,chr12_1_25409,1.185714946649,164,138.31317591423422
chr12,109573854,109574038,chr12_0_25410,2.5668768270913143,184,71.68244228084045
chr12,109573854,109574038,chr12_1_25411,2.5668768270913143,184,71.68244228084045
chr12,109714079,109714254,chr12_1_25412,1.5714671963682438,175,111.36089916762859
chr12,109772805,109772979,chr12_0_25413,2.253181086294028,174,77.22415258073666
chr12,109880839,109881005,chr12_0_25418,2.2077984274995868,166,75.18802347730681
chr12,109995920,109996110,chr12_0_25421,2.0565797892105167,190,92.38639852282975
chr12,110073684,110073835,chr12_0_25425,2.38510197060982,151,63.30966216987045
chr12,110281844,110282007,chr12_1_25427,2.265886437544407,163,71.9365266057406
chr12,110402576,110402743,chr12_0_25428,2.1328758196853643,167,78.29804176064754
chr12,110402576,110402743,chr12_0_25429,2.1328758196853643,36,16.87861978073839
chr12,110402576,110402743,chr12_0_25430,2.1328758196853643,14,6.563907692509375
chr12,110402992,110403154,chr12_0_25429,2.548961297514276,162,63.55530001886687
chr12,110402992,110403154,chr12_0_25430,2.548961297514276,162,63.55530001886687
chr12,110403243,110403398,chr12_0_25429,2.495677976661702,155,62.10737180416719
chr12,110403243,110403398,chr12_0_25430,2.495677976661702,155,62.10737180416719
chr12,110467149,110467303,chr12_0_25433,1.907331676939457,47,24.64175505930733
chr12,110467149,110467303,chr12_0_25434,1.907331676939457,20,10.485853216726523
chr12,110501265,110501420,chr12_0_25437,1.7310696376902286,155,89.54001423467687
chr12,110501265,110501420,chr12_0_25438,1.7310696376902286,155,89.54001423467687
chr12,110501265,110501420,chr12_1_25439,1.7310696376902286,90,51.99097600723173
chr12,110582313,110582477,chr12_0_25440,2.2074923373329005,160,72.48043279430475
chr12,110613914,110614091,chr12_1_25441,2.397059612296362,177,73.84046649988632
chr12,110742193,110742344,chr12_0_25444,2.583387851904736,151,58.45037936857505
chr12,110846001,110846179,chr12_1_25445,1.8390582914380165,178,96.78866669354798
chr12,110920115,110920299,chr12_0_25446,1.188813170094036,184,154.77621263688175
chr12,110920615,110920802,chr12_0_25446,2.464814591285957,187,75.86777547532989
chr12,110920813,110920971,chr12_0_25446,1.854551703999996,158,85.19579133826099
chr12,110920969,110921133,chr12_0_25446,2.143754302425754,164,76.50130419070257
chr12,110957580,110957759,chr12_0_25448,2.103407231685045,179,85.10002119589682
chr12,110958441,110958610,chr12_0_25448,1.810560062466809,169,93.3412834533337
chr12,111033056,111033226,chr12_1_25449,1.6508551841867318,62,37.55629239553398
chr12,111034271,111034435,chr12_1_25449,1.5365655020180675,164,106.73153847630222
chr12,111099580,111099744,chr12_1_25450,2.3834484907143625,164,68.80786416779087
chr12,111100915,111101077,chr12_1_25450,1.9380052227535327,89,45.92350885079046
chr12,111369652,111369819,chr12_0_25452,1.811323145012408,167,92.19779499855946
chr12,111406223,111406398,chr12_1_25453,1.8766804962872388,175,93.24975686922419
chr12,111598684,111598836,chr12_0_25455,0.0,152,0.0
chr12,111598684,111598836,chr12_1_25456,0.0,152,0.0
chr12,111598684,111598836,chr12_0_25457,0.0,152,0.0
chr12,111598684,111598836,chr12_0_25458,0.0,152,0.0
chr12,111599809,111599964,chr12_0_25455,1.9734770946926896,155,78.54157538328897
chr12,111599809,111599964,chr12_1_25456,1.9734770946926896,155,78.54157538328897
chr12,111599809,111599964,chr12_0_25457,1.9734770946926896,155,78.54157538328897
chr12,111599809,111599964,chr12_0_25458,1.9734770946926896,155,78.54157538328897
chr12,111799485,111799640,chr12_1_25462,1.8005429002942646,155,86.0851468602432
chr12,111800826,111800977,chr12_1_25462,1.4177069920588334,8,5.642914963960344
chr12,112012151,112012321,chr12_0_25466,1.6837225016604604,157,93.2457693266967
chr12,112012151,112012321,chr12_0_25467,1.6837225016604604,103,61.173976055094016
chr12,112012751,112012925,chr12_0_25466,2.621133047292989,174,66.38350547664906
chr12,112012751,112012925,chr12_0_25467,2.621133047292989,174,66.38350547664906
chr12,112012751,112012925,chr12_1_25468,2.621133047292989,174,66.38350547664906
chr12,112012751,112012925,chr12_1_25469,2.621133047292989,174,66.38350547664906
chr12,112038031,112038211,chr12_0_25470,1.845146756777268,180,97.55321593735334
chr12,112381779,112381946,chr12_0_25475,1.0075565637783312,167,165.74751830681444
chr12,112382157,112382339,chr12_0_25475,1.4623275658936536,182,124.4591186303574
chr12,112419338,112419506,chr12_0_25479,2.479273961448369,168,67.76177324988157
chr12,112419338,112419506,chr12_1_25480,2.479273961448369,168,67.76177324988157
chr12,112694345,112694500,chr12_0_25482,1.852454025534021,155,83.67279180130636
chr12,112695525,112695694,chr12_0_25482,1.631945341442985,169,103.55738988817373
chr12,112790827,112790996,chr12_1_25483,1.514621425232375,169,111.57903696897185
chr12,112790827,112790996,chr12_1_25484,1.514621425232375,169,111.57903696897185
chr12,112791165,112791362,chr12_1_25483,2.5064010359823325,197,78.59875461741098
chr12,112791165,112791362,chr12_1_25484,2.5064010359823325,197,78.59875461741098
chr12,112791402,112791579,chr12_1_25483,2.427223195736925,177,72.92283639628836
chr12,112791402,112791579,chr12_1_25484,2.427223195736925,177,72.92283639628836
chr12,112906907,112907076,chr12_1_25485,1.7773735740031564,169,95.0841187648376
chr12,112906907,112907076,chr12_1_25486,1.7773735740031564,169,95.0841187648376
chr12,112939447,112939618,chr12_1_25487,1.8811489297936,27,14.352930580016567
chr12,113134576,113134745,chr12_0_25490,2.558473784997036,147,57.4561290649184
chr12,113135872,113136023,chr12_0_25490,2.346381085786371,151,64.35442261050854
chr12,113135872,113136023,chr12_0_25491,2.346381085786371,151,64.35442261050854
chr12,113135872,113136023,chr12_0_25492,2.346381085786371,151,64.35442261050854
chr12,113136099,113136268,chr12_0_25490,2.3101084438721693,169,73.15673878786605
chr12,113136099,113136268,chr12_0_25491,2.3101084438721693,169,73.15673878786605
chr12,113136099,113136268,chr12_0_25492,2.3101084438721693,169,73.15673878786605
chr12,113185575,113185728,chr12_0_25495,2.102356246907195,153,72.77548713500882
chr12,113185575,113185728,chr12_1_25496,2.102356246907195,153,72.77548713500882
chr12,113185575,113185728,chr12_1_25497,2.102356246907195,153,72.77548713500882
chr12,113220032,113220193,chr12_0_25498,2.0822914963360297,100,48.02401593434856
chr12,113221511,113221671,chr12_0_25498,1.4687916223585795,160,108.93308319874038
chr12,113221511,113221671,chr12_1_25499,1.4687916223585795,160,108.93308319874038
chr12,113222008,113222174,chr12_0_25498,2.56123845543009,86,33.57750615436494
chr12,113222008,113222174,chr12_1_25499,2.56123845543009,166,64.81239560028581
chr12,113292141,113292338,chr12_1_25502,1.8009080038520089,197,109.38926340414478
chr12,113292282,113292460,chr12_1_25502,1.6491351017448252,178,107.93536552079429
chr12,113357772,113357951,chr12_1_25505,2.489723595927061,179,71.89553101108336
chr12,113471423,113471598,chr12_0_25509,1.7395668203212606,175,100.59975733940549
chr12,113471423,113471598,chr12_1_25510,1.7395668203212606,175,100.59975733940549
chr12,113471589,113471764,chr12_0_25509,2.1738409974079658,175,80.50266795440221
chr12,113471589,113471764,chr12_1_25510,2.1738409974079658,175,80.50266795440221
chr12,113471657,113471817,chr12_0_25509,1.5019565405961928,160,106.52771613251136
chr12,113471657,113471817,chr12_1_25510,1.5019565405961928,160,106.52771613251136
chr12,114242140,114242300,chr12_0_25513,2.0357714162950864,160,78.59428554664798
chr12,114242144,114242301,chr12_0_25513,2.0931732854648097,157,75.0057346375585
chr12,114242524,114242712,chr12_0_25513,1.698931058085985,188,110.65781575139412
chr12,114405324,114405483,chr12_0_25514,2.3001207139609283,159,69.12680670841561
chr12,114405550,114405700,chr12_0_25514,2.175948135008069,150,68.93546660726992
