Gene symbol,Normalized TPM of Artery - Aorta,Normalized TPM of Breast - Mammary Tissue,Normalized TPM of Colon - Transverse,Normalized TPM of Heart - Atrial Appendage,Normalized TPM of Kidney - Cortex,Normalized TPM of Liver,Normalized TPM of Lung,Normalized TPM of Ovary,Normalized TPM of Pancreas,Normalized TPM of Placenta,Normalized TPM of Stomach,Normalized TPM of Whole Blood,Specific high expression tissue,TSS ID
BNIPL,0.454488217592592,16.78532596949891,0.550036330049261,0.3799365034965037,1.394530588235294,0.7239408407079643,7.819545847750853,1.0654061111111115,0.2722946646341463,2.584,0.7680266295264626,1.2014018013245025,Breast - Mammary Tissue,chr1_1_02364
CALML5,1.3562595833333342,19.47910991285404,0.7234670935960584,0.8497472027972034,0.3449164705882354,1.0856615044247788,1.4577366782006915,0.9230817222222226,0.6522597865853658,0.024,0.8867722562674095,0.7325534701986751,Breast - Mammary Tissue,chr10_0_19847
ELF5,0.0125481388888888,21.29250275163398,0.0115499310344827,0.0206583286713286,2.8656,0.0227297610619468,3.4478597993079574,0.0213386555555555,0.1889027987804878,0.662,0.1903989721448466,0.0141859920529801,Breast - Mammary Tissue,chr11_0_22128
SYN2,0.9582772453703704,21.38683747276688,2.7533775862068968,1.1052252214452214,1.440678823529412,0.0479087256637168,2.76872283737024,4.1241555555555545,0.4211934451219511,1.449,2.732289693593316,1.0207877483443717,Breast - Mammary Tissue,chr3_1_06902
ANKRD30A,0.0075885462962962,21.944352801742905,0.0086877266009852,0.0068074125874125,0.0139841764705882,0.0012458805309734,0.0038444688581314,0.0050188833333333,0.003929362804878,0.344,0.0020711643454039,0.0025735125827814,Breast - Mammary Tissue,chr10_1_20207
PKP1,0.7192128009259257,22.09120740740742,0.5296962068965516,0.3749305827505827,0.4568345882352942,0.2585888938053097,10.377693252595154,0.4509892222222222,0.3462814268292681,4.908,0.6058033426183841,0.2798448331125829,Breast - Mammary Tissue,chr1_1_03306
SLC7A10,0.6347608333333332,22.94458244008716,0.4061822413793103,0.2366691142191142,1.0995471764705884,0.030712721238938,0.2313671107266437,0.0502809444444444,0.0910760792682927,1.998,0.3081770473537605,0.1600708344370861,Breast - Mammary Tissue,chr19_0_34850
GJC3,0.4032685648148152,23.90851629629631,0.6690200000000004,0.5066651048951051,0.7332156470588235,2.1835299115044244,0.7333392733564009,1.0181427777777785,10.11538109756097,0.7909999999999999,2.3072223398328675,0.0712709403973509,Breast - Mammary Tissue,chr7_0_15759
KRT6B,0.2367168055555556,26.144753812636186,0.7507808128078816,0.2334920815850817,0.1246000588235294,0.2038473451327434,0.2924141695501728,0.4610420000000001,0.4867874999999998,0.005,0.4570943732590528,0.2183030463576159,Breast - Mammary Tissue,chr12_0_24630
NAT8L,0.4774109490740744,26.36310326797388,0.8020039901477819,2.018666433566434,6.403801176470586,0.0742268672566371,0.2422481937716261,1.8583921666666672,2.7497009146341456,0.106,1.136559331476323,0.0889364463576159,Breast - Mammary Tissue,chr4_1_09157
TBX15,2.0355553240740765,26.534237472766872,0.2483523300492609,2.6781776223776235,0.2074817411764705,11.633611504424772,1.265637197231834,0.3019679444444446,0.0648232652439025,0.233,0.2665524540389971,0.1149410278145695,Breast - Mammary Tissue,chr1_0_02104
KLK5,0.1936824768518519,30.093332352941168,0.0900745566502463,0.3295241258741257,0.5203607058823528,0.0866173451327433,1.052092335640138,0.1346781666666667,0.0596472560975609,0.01,0.1161168802228412,0.0827660132450331,Breast - Mammary Tissue,chr19_0_35751
SCN4A,0.8429400462962963,30.41645403050109,1.1024929556650245,0.8500982284382286,0.6566749411764707,0.1635584513274337,0.2182904844290657,0.7424914444444445,0.2125921067073169,0.42,0.7849476880222847,0.1493883086092715,Breast - Mammary Tissue,chr17_0_32724
ADRB2,3.2396384259259263,34.50179956427013,3.2468165024630564,3.8050503496503456,0.8888803529411767,5.149757964601769,19.93884948096886,0.9484198333333332,0.4035744817073172,5.318,3.3929142061281343,5.405994331125823,Breast - Mammary Tissue,chr5_1_12063
OXTR,2.802398171296297,36.41464418300652,0.3649984729064041,0.512611934731935,0.4861850588235293,0.133110756637168,1.2169035640138417,2.500570666666666,0.1326245152439024,0.148,0.3837617548746517,0.0944745284768211,Breast - Mammary Tissue,chr3_0_06821
VTCN1,0.0665684953703703,40.15217203703704,0.0229276231527093,0.2159543356643357,8.358652941176471,0.4218010619469027,0.3192468512110723,0.3433437777777777,11.667878048780484,0.6459999999999999,0.1569368245125348,0.0092233456953642,Breast - Mammary Tissue,chr1_0_02094
LGALS12,2.3070846759259247,46.19411638344228,1.1474410591133002,1.331796713286713,0.375704588235294,0.082516238938053,1.7450869204152262,0.4214326111111108,0.3538109146341461,0.072,0.9448285793871868,8.81273350993377,Breast - Mammary Tissue,chr11_1_22619
ALDH3B2,0.098016875,47.01155461437904,0.1126162339901478,0.0742935058275058,0.6037128235294118,0.06271953539823,0.8123893079584776,0.1291511111111111,0.1693205243902438,25.644,0.2444619777158771,0.1066060543046357,Breast - Mammary Tissue,chr11_0_22897
FDCSP,0.2722511111111112,49.02973143790845,2.9786431034482743,0.2019241724941724,0.437311294117647,0.2452585840707964,1.1706577681660904,0.5330632777777778,0.4272654878048779,0.015,0.5079609470752091,0.1934678013245033,Breast - Mammary Tissue,chr4_1_09694
ARHGAP40,0.0496187523148148,60.94672699564274,0.0423843497536946,0.0477711328671328,6.823924705882354,0.0487231194690265,1.458278707612456,0.0440022777777777,0.1705360152439024,0.048,2.2467338105849577,0.0248313894039734,Breast - Mammary Tissue,chr20_1_36855
GABRP,0.0968002407407407,64.82809385620915,0.2206186798029557,0.2073945920745922,7.08561176470588,0.7405519911504417,0.7170473702422141,0.249241888888889,0.2247226524390245,0.17,1.7311778857938729,0.0276098211920529,Breast - Mammary Tissue,chr5_1_12298
MMP3,4.523182453703703,66.05591320261439,9.822418645320194,0.2029379766899766,0.3727439294117649,2.015795088495574,0.5790172837370251,0.3274049444444442,0.1436546646341464,0.027,13.028870306406686,0.0922430198675496,Breast - Mammary Tissue,chr11_0_23317
CSN2,0.0043936342592592,75.79588030501091,0.0450489162561576,0.0035725407925407,0.0048741176470588,0.0028415044247787,0.0041029238754325,0.0052742777777777,0.0023864024390243,0.012,0.0177610863509749,0.0019156953642384,Breast - Mammary Tissue,chr4_0_09686
GPAM,8.317465277777783,79.33562113289756,5.457381773399017,5.164032634032634,2.544737647058823,55.41475663716815,3.700333910034604,5.5339888888888895,2.53859725609756,2.415,4.877490807799445,0.3366972185430467,Breast - Mammary Tissue,chr10_0_21179
CSN1S1,0.4176877777777778,81.47543888888895,0.4000526847290642,0.0379029603729603,0.0284567058823529,0.007522831858407,0.0349520242214532,0.0130758888888888,0.1659197256097561,0.013,0.1071673259052924,0.0647473642384106,Breast - Mammary Tissue,chr4_1_09685
INHBB,8.875569212962962,81.8838910675382,6.207430295566502,4.236793240093239,4.627381411764706,7.656010176991148,9.86953667820069,6.109731666666669,3.4230902439024384,1.268,5.440147075208915,2.05617644635762,Breast - Mammary Tissue,chr2_1_05482
MYBPC1,1.1449402546296297,86.81914300653601,4.967243226600983,3.3324263403263368,0.2330671058823529,0.4307378672566373,1.32155755017301,0.8502235611111113,0.6694619542682927,0.009,1.5485213899721455,2.8886039231788088,Breast - Mammary Tissue,chr12_1_25295
CD300LG,1.405470115740741,94.74847015250548,2.0332819458128064,7.245876923076918,1.200183058823529,0.1546253185840707,11.912673356401385,2.218473611111112,0.7166245335365848,17.680999999999994,2.1401875208913657,0.0767117536423841,Breast - Mammary Tissue,chr17_1_32253
GPIHBP1,5.167655092592595,99.4218671023965,7.56599655172413,7.737027272727263,9.674532941176471,1.235803716814159,61.9767925605536,15.619318888888884,1.4275218292682932,5.26,6.258133983286903,0.1511205708609272,Breast - Mammary Tissue,chr8_1_17994
ADGRL4,14.4635650462963,103.34991285403058,14.041110837438431,12.703995337995336,12.759494117647057,3.0496580973451333,35.03368166089968,10.196376111111112,2.983765243902442,11.4,10.271334261838447,0.134053957615894,Breast - Mammary Tissue,chr1_0_01573
CRABP2,14.177743055555544,106.45528191721137,10.072468226600988,4.069750349650352,10.561588235294122,1.1466022123893806,10.326615224913494,10.456633333333333,1.8017987804878053,5.658,6.202321448467964,3.3197933774834407,Breast - Mammary Tissue,chr1_0_02693
STC2,4.450421296296302,113.10546840958614,4.987404876847291,8.115613286713291,3.315695647058824,0.4617043628318585,20.271852941176466,1.4383547777777772,13.880371951219516,6.848,4.652625905292481,0.047969178807947,Breast - Mammary Tissue,chr5_0_12335
CIDEA,2.0446740509259262,114.169922527233,1.7375271921182251,1.379552144522144,0.2556796470588234,0.1807352654867255,0.0933843771626298,0.0899889444444444,0.2042820731707317,0.0069999999999999,0.956361671309192,0.1183354198675496,Breast - Mammary Tissue,chr18_1_33371
LALBA,0.0129169675925925,123.31450901960784,0.0150022413793103,0.007913902097902,0.013903294117647,0.0063944690265486,0.0220981660899654,0.0196396666666666,0.0072267987804878,0.037,0.0095464902506963,0.0041246119205298,Breast - Mammary Tissue,chr12_0_24480
LINC00993,0.032045949074074,125.38603198257086,0.0472141379310344,0.0335441258741258,0.0580778823529411,0.0057238938053097,0.0211245155709342,0.0375192777777777,0.0225913719512195,0.201,0.0137132590529247,0.0117803973509933,Breast - Mammary Tissue,chr10_1_20208
STAC2,73.24057893518517,136.4185137037037,1.5285108128078817,2.6998410722610724,16.382129411764712,0.0581104646017699,2.108051418685121,6.021214444444443,0.1696021646341463,0.024,0.7603978272980502,0.096939238410596,Breast - Mammary Tissue,chr17_0_31990
CSN3,0.1266065972222222,142.72638457516334,0.0230849999999999,0.0046745454545454,0.0109075294117647,0.0062482743362831,0.0171249653979238,0.0128121666666666,0.0258434146341463,0.038,0.009750557103064,0.0058718543046357,Breast - Mammary Tissue,chr4_1_09695
LEP,2.031770439814816,157.43287015250533,2.1971182758620693,1.113714417249417,0.4775999411764704,0.0624476769911504,0.2115422404844288,0.2877905555555555,0.5674005060975611,100.148,0.8794674484679661,2.3340620132450307,Breast - Mammary Tissue,chr7_1_16120
TIMP4,85.79742361111113,192.63344226579528,18.7707487684729,22.86623310023309,3.838022941176472,0.8785458849557523,13.805347577854654,8.068641111111107,2.8226648475609744,4.605,13.6335660167131,1.7619741456953633,Breast - Mammary Tissue,chr3_0_06904
KRT15,0.3919690277777775,206.0447207843137,1.4001559113300484,0.4623692097902097,0.325696588235294,0.2266449955752212,6.298059532871964,0.5704775000000002,0.6243784756097563,1.263,1.1166372423398332,0.2379936913907281,Breast - Mammary Tissue,chr17_0_32119
LIPE,6.6473458333333335,274.9031590413946,6.468859605911338,5.372148251748254,3.2727764705882345,0.4103709292035396,3.1068837370242184,4.291144444444447,1.552459756097561,0.902,4.33061949860724,2.0362985430463576,Breast - Mammary Tissue,chr19_0_35268
BTNL9,10.207351875,304.39929847494545,13.752243842364534,25.454776223776214,20.578752941176468,5.187380530973451,199.7344671280277,11.047905555555555,7.831546341463414,4.689,15.410629805013931,0.3270369854304637,Breast - Mammary Tissue,chr5_1_12512
SCGB1D2,0.3344784259259261,347.95522982570765,0.3897429802955664,1.5963720745920746,3.4374458823529417,0.105996238938053,0.2772515916955017,1.7260058888888885,0.9382377439024387,0.005,0.3290195543175488,0.0940186225165563,Breast - Mammary Tissue,chr11_1_22543
KRT5,4.028193055555554,370.6635784313725,2.268583743842365,3.628279487179489,1.2540063529411771,2.0448110619469024,12.81943884083044,4.299689777777779,2.8862149390243896,0.027,6.604242339832872,2.7458547549668864,Breast - Mammary Tissue,chr12_0_24633
GPD1,10.607645833333336,374.6544448801742,8.128364039408863,8.180370629370634,69.52212941176471,77.03244690265494,13.94084204152249,0.65784,2.4686792682926813,0.066,4.7512545961002814,1.010895152317881,Breast - Mammary Tissue,chr12_1_24551
RBP7,28.590451388888876,380.16389106753786,13.179141133004926,29.634393939393927,22.4386705882353,3.1517907079646017,11.435384083044973,17.040083333333335,5.193884146341467,2.239,14.313827298050132,30.872476026490038,Breast - Mammary Tissue,chr1_1_00262
MUCL1,0.2441980787037037,393.66018183006514,0.165039408866995,1.1793355477855478,0.1057995294117646,0.426648539823009,0.8809989100346024,0.3037810555555554,0.0846890853658536,0.346,0.1473694986072424,0.3099465033112585,Breast - Mammary Tissue,chr12_1_24759
SCGB2A2,0.1764371759259259,494.8815091721136,0.111333842364532,1.2094939393939397,0.1081569411764705,0.0696057079646017,0.1289010034602076,0.1340649444444444,0.075176356707317,0.004,0.1061361002785515,0.0863159337748343,Breast - Mammary Tissue,chr11_1_22544
ADIPOQ,16.036947314814814,502.2658906318084,11.49171315270934,6.526835524475522,1.62919988235294,0.106936703539823,0.2768994463667818,0.2545041111111113,2.188878018292682,0.023,6.7889681058495865,0.4315106980132451,Breast - Mammary Tissue,chr3_1_08909
PLIN4,18.695781249999985,546.1345708061007,59.04334285714281,66.77334731934728,8.1056,64.04521681415926,7.407233564013836,48.675588888888896,19.97988719512195,0.118,42.21108913649026,24.03708052980134,Breast - Mammary Tissue,chr19_0_34071
PLIN1,18.210740277777774,576.8084030501086,12.977387438423646,7.179773892773894,3.7492952941176463,17.146376106194683,1.4552194809688592,4.175732777777779,3.387164939024391,0.132,6.6530593314763244,0.5257578927152318,Breast - Mammary Tissue,chr15_0_29232
PIP,0.4098479166666666,591.6089138344231,0.594368448275862,0.9743514452214448,0.3336798823529412,0.9228104424778766,9.730843148788916,1.0050271111111106,0.852981768292682,1.454,0.5779386072423395,0.5690348476821195,Breast - Mammary Tissue,chr7_1_16346
CIDEC,15.31971122685186,650.4107943355118,19.76214576354678,7.305462610722607,3.159406352941177,6.743809247787612,0.4120352249134949,0.8251936666666663,2.4621426219512204,0.0279999999999999,8.67947295264624,0.6285151523178809,Breast - Mammary Tissue,chr3_0_06849
KRT14,23.152541898148154,650.8650738562095,2.1331789655172426,3.5118753846153825,0.9800354117647057,1.7076700884955751,3.686757854671282,2.875432444444445,1.943156219512196,0.457,2.3578677994428983,1.96357246357616,Breast - Mammary Tissue,chr17_0_32123
KRT17,64.10419930555557,744.7673150108931,2.7498720197044344,2.943585454545452,4.264028235294118,0.3439367256637169,21.09476107266436,1.896352944444444,1.7163493597560968,2.18,2.1994876323119774,2.104500052980132,Breast - Mammary Tissue,chr17_0_32125
FABP4,133.89595324074074,6341.404183006539,118.97926600985218,105.93748018648029,19.35426352941176,4.642865486725663,167.28676297577846,18.668820555555552,15.141897865853648,119.855,70.74376880222844,3.417153708609272,Breast - Mammary Tissue,chr8_0_17475
LINC01923,0.002170324074074,0.0014220871459694,0.0221071157635468,0.0010577202797202,0.0017754470588235,0.0003307743362831,0.0027159290657439,0.0028411111111111,0.000615368902439,0.006,0.0014056044568245,0.003126094039735,Colon - Transverse,chr2_0_06129
KRTAP9-1,0.0032281944444444,0.0047713943355119,0.0246283497536945,0.0019677855477855,0.0023938823529411,0.0032488938053097,0.0043171799307958,0.0029221111111111,0.0016902134146341,0.002,0.0027637604456824,0.0036316953642384,Colon - Transverse,chr17_1_32095
LINC00397,0.0004379861111111,0.0006704575163398,0.0315760837438423,0.0001537296037296,0.0006457647058823,0.0026523893805309,0.0016318166089965,0.0004517777777777,0.0012358536585365,0.0069999999999999,0.0014533983286908,5.568211920529802e-05,Colon - Transverse,chr13_0_26408
LINC00928,0.0054899537037037,0.0105454466230936,0.0430689581280788,0.0038294172494172,0.0026617647058823,0.0034954601769911,0.0050599307958477,0.0034391111111111,0.0115815853658536,0.003,0.003426991643454,0.0028069801324503,Colon - Transverse,chr15_0_29228
MCHR2,0.0034793749999999,0.0027974291938997,0.0493946798029557,0.0038416107226107,0.004907294117647,0.0011057964601769,0.0037648442906574,0.0035478888888888,0.0026218810975609,0.01,0.0081133426183844,0.0006582251655629,Colon - Transverse,chr6_0_13942
NCR2,0.0049067129629629,0.0084113725490196,0.0663523004926108,0.0043076456876456,0.0030776470588235,0.006698407079646,0.0085556574394463,0.0036815,0.0052854268292682,0.008,0.0464042339832868,0.0155195496688741,Colon - Transverse,chr6_1_13418
OR8D1,0.0020774074074074,0.0038138344226579,0.0829168719211822,0.0008011188811188,0.0007074117647058,0.0007589292035398,0.004886955017301,0.0028229444444444,0.0016139024390243,0.012,0.0018449025069637,0.0010086092715231,Colon - Transverse,chr11_0_23670
LINC00424,0.0048180092592592,0.0127285185185185,0.1175367980295566,0.0073997902097902,0.0177488235294117,0.0011526991150442,0.004871955017301,0.004811,0.0025840853658536,0.004,0.022152200557103,0.0010901059602649,Colon - Transverse,chr13_0_25863
LINC01289,0.0009901805555555,0.004651854030501,0.1230914408866994,0.0035512843822843,0.0009594117647058,0.0014251150442477,0.0010754083044982,0.0012137777777777,0.0007657073170731,0.003,0.0038304763231197,0.0007287509933774,Colon - Transverse,chr8_1_17319
SOX1,0.0074753703703703,0.0105982701525054,0.1399821428571428,0.0037701188811188,0.0064787647058823,0.0045951504424778,0.0077581626297577,0.0158279444444444,0.0034954176829268,0.002,0.0465089999999999,0.0027395496688741,Colon - Transverse,chr13_1_26608
C2orf80,0.0158028703703703,0.0186127886710239,0.14656539408867,0.0133975337995338,0.0148216470588235,0.0109137743362831,0.0554842906574394,0.0141096111111111,0.0063684451219512,0.009,0.041211782729805,0.0181901059602648,Colon - Transverse,chr2_0_06274
FCRL4,0.0031021666666666,0.0054178474945533,0.1540589433497538,0.0016435058275058,0.0049990588235294,0.0023510707964601,0.0139470484429065,0.0029739055555555,0.001765362804878,0.006,0.0375241337047353,0.0129001562913907,Colon - Transverse,chr1_0_02719
LINC01097,0.002325162037037,0.0010447821350762,0.1605212561576354,0.0017574731934731,0.0008467882352941,0.0009542477876106,0.0020363148788927,0.0057126666666666,0.0010934573170731,0.0069999999999999,0.0115053203342618,0.0051201589403973,Colon - Transverse,chr4_0_09319
LCT,0.0166678217592592,0.0478640762527233,0.1860441182266009,0.0054900769230769,0.0168045647058823,0.0091088938053097,0.0255324930795847,0.0203287888888888,0.0069798871951219,0.013,0.0116362952646239,0.0122361245033112,Colon - Transverse,chr2_0_05626
IL23R,0.0107363217592592,0.0233128518518518,0.2231577610837438,0.0045850792540792,0.0309985882352941,0.0266033849557522,0.1114602058823528,0.0158817499999999,0.0285118658536585,0.0289999999999999,0.026863052924791,0.0479786278145695,Colon - Transverse,chr1_1_01480
PAX4,0.0028033217592592,0.0038599694989106,0.262186108374384,0.0015528414918414,0.0009490823529411,0.0123831814159292,0.0027982197231833,0.0034846666666666,0.0259325975609756,0.039,0.0103405710306406,0.0022148278145695,Colon - Transverse,chr7_0_16113
KRT25,0.0549201157407407,0.0482715904139433,0.2909145344827588,0.0392344825174824,0.0293547058823529,0.0272805752212389,0.0363325951557093,0.0313552777777777,0.0222582865853658,0.008,0.0301753203342618,0.0239264900662251,Colon - Transverse,chr17_0_32056
LINC00507,0.0038503472222222,0.004274422657952,0.3147235960591133,0.0041967365967365,0.0140209176470588,0.0008595309734513,0.0057169204152249,0.0021643333333333,0.0019202134146341,0.039,0.0084918662952646,0.004204238410596,Colon - Transverse,chr12_1_25735
KRTAP4-1,0.0100181018518518,0.0082120043572984,0.3356862290640394,0.0091355244755244,0.0032134117647058,0.0052064159292035,0.0097991003460207,0.0089306111111111,0.0045698170731707,0.108,0.0052188579387186,0.0074722516556291,Colon - Transverse,chr17_0_32094
LINC02135,0.0009515046296296,0.0025038344226579,0.3474593349753695,0.0009224941724941,0.0027705529411764,0.0013875929203539,0.0155338408304498,0.0026890555555555,0.0012973902439024,0.005,0.1093430919220056,0.0018082251655629,Colon - Transverse,chr16_1_30903
LINC00974,0.0106887129629629,0.1161664052287581,0.4222918965517242,0.0051138834498834,0.0061280352941176,0.0025671769911504,0.0110510017301038,0.0105637777777777,0.0033923658536585,0.004,0.0071153203342618,0.0105756649006622,Colon - Transverse,chr17_0_32121
TEX43,0.0148206712962962,0.0461882788671023,0.4344147783251231,0.0086146853146853,0.0194530588235294,0.052192610619469,0.0242071107266436,0.0330583333333333,0.0091758231707317,0.09,0.0185879108635097,0.0102354701986754,Colon - Transverse,chr5_1_11649
KCNV1,0.0027032824074074,0.0073510544662309,0.4360678596059112,0.028030254079254,0.0466493058823529,0.0015440132743362,0.0106009290657439,0.0034216166666666,0.148325006097561,0.04,0.0206471086350975,0.0024694688741721,Colon - Transverse,chr8_0_17755
OLFM3,0.0077033981481481,0.0079157320261437,0.4421241847290642,0.0098151258741258,0.0534365529411764,0.0038836991150442,0.0117789325259515,0.0448347222222222,0.0097540823170731,0.004,0.1621946323119776,0.0070417430463576,Colon - Transverse,chr1_0_01824
GIP,0.0046061342592592,0.0042502614379084,0.4785065763546799,0.0035045221445221,0.0028829411764705,0.0025600442477876,0.004665570934256,0.0045675,0.0020898170731707,0.111,0.0140285515320334,0.0016874304635761,Colon - Transverse,chr17_0_32451
LINC02065,0.0075868287037037,0.1657245315904139,0.4999342364532017,0.0070222377622377,0.0250151764705882,0.0076674778761061,0.0153748615916955,0.0260192777777777,0.010585731707317,0.02,0.0141651253481894,0.0029488079470198,Colon - Transverse,chr5_0_11141
MLN,0.0199429861111111,0.0414062309368191,0.5829553201970443,0.007597972027972,0.0185751764705882,0.0057964159292035,0.0573438754325259,0.0774326666666666,0.0058382926829268,0.004,0.0216609470752089,0.0172485033112582,Colon - Transverse,chr6_0_13271
TERT,0.0053545532407407,0.0317896405228758,0.6085104753694579,0.0032489673659673,0.0148039882352941,0.0066403230088495,0.038257401384083,0.0092448055555555,0.0043017286585365,0.003,0.2352721977715878,0.0809319033112582,Colon - Transverse,chr5_0_10692
HTR3E,0.0067632175925925,0.008820816993464,0.6583422906403944,0.0032616386946386,0.0029573058823529,0.0035110088495575,0.0382339048442906,0.0171265,0.0136033902439024,0.018,0.0414617548746517,0.0022793112582781,Colon - Transverse,chr3_1_08821
LINC01842,0.0656984722222222,0.0693740958605664,0.8078830788177338,0.0224555011655011,0.0925576470588235,0.0066769026548672,0.0614960553633218,0.0346726111111111,0.0061267682926829,0.038,0.1230138161559888,0.0157147814569536,Colon - Transverse,chr19_1_34506
NEUROG3,0.1766087962962962,0.0570100435729847,0.9068379802955672,0.0329336363636363,0.0377334117647058,0.0101800884955752,0.1130749480968857,0.0236567777777777,0.0337744786585365,0.005,0.0772729526462395,0.0242271947019867,Colon - Transverse,chr10_0_20545
LINC00682,0.0056800833333333,0.0044521982570806,0.9611821182266008,0.0120185034965034,0.0029160705882352,0.0088633230088495,0.0038065778546712,0.0129764333333333,0.0095520579268292,0.003,0.242096016713092,0.0015962331125827,Colon - Transverse,chr4_0_09506
KRTAP13-2,0.0062439583333333,0.006314248366013,1.0633008128078818,0.0040375291375291,0.0013764705882352,0.004178628318584,0.0202288062283736,0.0030441111111111,0.0038111280487804,0.003,0.0054296657381615,0.0023843708609271,Colon - Transverse,chr21_0_37525
GNG13,0.0119604166666666,0.0483016557734204,1.193858128078818,0.0139215384615384,0.0267017647058823,0.0171953097345132,0.0493557439446367,0.0981381666666666,0.0436716768292682,0.009,0.1482740668523676,0.0242877218543046,Colon - Transverse,chr16_0_29477
RLBP1,0.1025465046296295,0.0641433202614378,1.2187400197044342,0.0291897995337995,0.0149994235294117,0.0487818584070796,0.068198321799308,0.1053080555555555,0.0418520243902439,0.024,0.4803405292479115,0.0709411112582781,Colon - Transverse,chr15_0_29217
PLA2G2C,0.0186444282407407,0.0573367908496732,1.227884098522168,0.0267367762237762,0.0311148235294117,0.0513355575221238,0.0554000605536332,0.0302099999999999,0.0059838719512195,0.019,0.5418193983286907,0.0781864198675496,Colon - Transverse,chr1_0_00511
ATCAY,0.1187260300925925,0.0622638191721132,1.2368416256157628,0.1319165804195805,0.0813868117647059,0.0294900619469026,0.077222107266436,0.08541015,0.1146293963414634,0.004,0.6411965181058501,0.0413769721854304,Colon - Transverse,chr19_1_34039
HOXD13,0.0143102662037037,0.0901697254901961,1.2978809039408872,0.0059497039627039,0.0456556470588235,0.0046638495575221,0.007993633217993,0.0320927777777777,0.0034030792682926,0.018,0.0066301030640668,0.0030214516556291,Colon - Transverse,chr2_1_05922
KRT12,0.0678418981481481,0.0679829411764705,1.332936477832512,0.0254462727272727,0.0243088235294117,0.0100091814159292,0.0602963287197232,0.1207957222222223,0.0070029786585365,0.059,0.1131621448467967,0.0195939205298013,Colon - Transverse,chr17_0_32063
TLX2,0.0273962962962962,0.0389311154684096,1.3672925615763545,0.0141388438228438,0.0138651764705882,0.0159561814159291,0.0470417474048443,0.0218791111111111,0.0192907957317073,0.061,0.3923180473537601,0.0259394754966887,Colon - Transverse,chr2_1_04952
LINC01475,0.0076377546296296,0.0088365359477124,1.384436699507389,0.0017799533799533,0.0013621176470588,0.0032440265486725,0.0055711072664359,0.0082055555555555,0.0626396036585366,0.011,0.098796295264624,0.0065885165562913,Colon - Transverse,chr10_0_20990
CBLN2,0.3891919675925926,0.0904304793028322,1.411029201970443,0.072703909090909,0.2961022000000001,0.0417232433628318,0.0272286885813148,0.0384605055555555,0.0094858018292682,0.016,0.0602335961002785,0.0108762821192052,Colon - Transverse,chr18_0_33801
PRAC2,0.0233586342592592,0.0457594989106753,1.424529679802956,0.0037544522144522,0.0014784705882352,0.0061164159292035,0.011526955017301,0.0149635555555555,0.0048741463414634,0.45,0.0082933147632311,0.0062931523178807,Colon - Transverse,chr17_1_32439
CCL25,0.0426194212962963,0.0927430718954248,1.585948004926108,0.021505337995338,0.0479642352941176,0.1781985840707964,0.0758802076124567,0.115894,0.0127615243902439,0.024,0.0426995264623955,0.199859178807947,Colon - Transverse,chr19_1_34209
C5orf52,0.0221223842592592,0.0577396732026143,1.5929675862068968,0.0076909557109557,0.0146881176470588,0.0526085575221238,0.0335423702422145,0.0161364444444444,0.0067520731707317,0.009,0.0225382729805013,0.0049977483443708,Colon - Transverse,chr5_1_12199
LRIT2,0.0083043055555555,0.0142785272331154,1.62085908866995,0.0326748811188811,0.012541,0.0083070132743362,0.0129650121107266,0.0487735,0.0030012042682926,0.003,0.0191514651810585,0.009020234437086,Colon - Transverse,chr10_0_20750
INSL5,0.0849664583333333,0.0829969281045751,1.8370653448275864,0.0360725641025641,0.2328705882352941,0.0159642477876106,0.135827214532872,0.0835846111111111,0.0327351829268292,0.011,0.0280219777158774,0.0037306887417218,Colon - Transverse,chr1_0_01473
VSTM2A,0.0539026597222222,0.030859302832244,1.886072243842365,0.007437662004662,0.0195655999999999,0.0043453849557522,0.0223758494809688,0.0129044888888888,0.032328225609756,0.009,0.5933826963788299,0.0073495284768211,Colon - Transverse,chr7_1_15267
CPA6,0.048435787037037,0.1398498387799563,1.911288300492612,0.0074871165501165,0.0863507058823529,0.0054297079646017,0.2124309861591696,0.0741609444444444,0.0218950121951219,0.066,0.1237735376044568,0.0154424013245033,Colon - Transverse,chr8_0_17368
KLK15,0.0071016666666666,0.0281884095860566,1.932023374384236,0.0041835897435897,0.2344715294117647,0.0089388761061946,0.0109476643598615,0.0167661111111111,0.0691078658536585,0.0069999999999999,0.0353418662952646,0.0074838410596026,Colon - Transverse,chr19_0_35745
PHOX2A,0.0312734953703703,0.0604377777777777,2.0162028325123145,0.0330385431235431,0.0152849411764705,0.008816203539823,0.0297456920415224,0.032086,0.0579377347560975,0.002,1.1876619777158763,0.0225877350993377,Colon - Transverse,chr11_0_22995
TM4SF20,0.0354252777777777,0.0650436688453158,2.1948338423645324,0.0114554242424242,0.0398928705882352,0.0315174646017699,0.0475182647058823,0.054569,0.0377213262195122,0.2,0.0528410306406685,0.0540749417218543,Colon - Transverse,chr2_0_06504
MUC17,0.0165269259259259,0.0129450174291939,2.269864566502464,0.0044439696969696,0.0023578705882352,0.0085168150442477,0.011758392733564,0.0137418999999999,0.0080454402439024,0.003,0.0494379164345403,0.0045153430463576,Colon - Transverse,chr7_1_15849
